Sum of age,Sum of campaign,Sum of cons.conf.idx,Sum of cons.price.idx,contact,day_of_week,default,Sum of duration,education,Sum of emp.var.rate,Sum of euribor3m,housing,job,loan,marital,month,Sum of nr.employed,Sum of pdays,poutcome,Sum of previous,y
74,2,-94.2,186.15,cellular,fri,no,556,basic.6y,-3.6,2.81,yes,blue-collar,no,divorced,apr,10198,1998,nonexistent,0,no
121,3,-141.3,279.225,cellular,fri,no,1096,basic.6y,-5.4,4.215,yes,blue-collar,no,married,apr,15297,2997,failure,3,no
121,6,-141.3,279.225,cellular,fri,no,633,basic.6y,-5.4,4.215,yes,blue-collar,no,married,apr,15297,2997,nonexistent,0,no
342,10,-252.7,654.108,cellular,fri,no,1983,basic.6y,9.8,34.754,yes,blue-collar,no,married,aug,36596,6993,nonexistent,0,no
207,12,-256.2,563.508,cellular,fri,no,1135,basic.6y,8.4,29.772000000000002,yes,blue-collar,no,married,jul,31368,5994,nonexistent,0,no
38,1,-39.8,94.055,cellular,fri,no,106,basic.6y,-1.7,0.707,yes,blue-collar,no,married,jun,4992,999,failure,2,no
29,3,-46.2,92.893,cellular,fri,no,69,basic.6y,-1.8,1.25,yes,blue-collar,no,married,may,5099,999,failure,1,no
35,1,-46.2,92.893,cellular,fri,no,832,basic.6y,-1.8,1.25,yes,blue-collar,no,married,may,5099,999,failure,1,yes
200,12,-231,464.46500000000003,cellular,fri,no,1035,basic.6y,-9,6.3759999999999994,yes,blue-collar,no,married,may,25495,4995,nonexistent,0,no
49,1,-42,93.2,cellular,fri,no,118,basic.6y,-0.1,4.021,yes,blue-collar,no,married,nov,5196,999,failure,1,no
163,12,-156.1,372.24899999999997,cellular,fri,no,709,basic.6y,-3.7,12.780999999999999,yes,blue-collar,no,married,nov,20606,3996,nonexistent,0,no
37,2,-47.1,93.075,cellular,fri,no,99,basic.6y,-1.8,1.405,yes,blue-collar,no,single,apr,5099,999,nonexistent,0,no
32,1,-46.2,92.893,cellular,fri,no,211,basic.6y,-1.8,1.313,yes,blue-collar,no,single,may,5099,999,failure,1,no
155,23,-231,464.46500000000003,cellular,fri,no,1353,basic.6y,-9,6.3759999999999994,yes,blue-collar,no,single,may,25495,4995,nonexistent,0,no
32,2,-47.1,93.075,cellular,fri,no,205,basic.6y,-1.8,1.479,yes,blue-collar,yes,married,apr,5099,999,failure,1,no
36,1,-47.1,93.075,cellular,fri,no,91,basic.6y,-1.8,1.405,yes,blue-collar,yes,married,apr,5099,999,nonexistent,0,no
31,2,-42.7,93.918,cellular,fri,no,69,basic.6y,1.4,4.963,yes,blue-collar,yes,married,jul,5228,999,nonexistent,0,no
39,1,-46.2,92.893,cellular,fri,no,298,basic.6y,-1.8,1.313,yes,blue-collar,yes,married,may,5099,999,nonexistent,0,no
61,1,-40,93.876,cellular,fri,no,403,basic.6y,-1.8,0.695,yes,blue-collar,yes,married,may,5009,3,success,2,yes
44,2,-42,93.2,cellular,fri,no,119,basic.6y,-0.1,4.021,yes,blue-collar,yes,married,nov,5196,999,failure,1,no
44,2,-42,93.2,cellular,fri,no,36,basic.6y,-0.1,4.021,yes,blue-collar,yes,married,nov,5196,999,nonexistent,0,no
26,2,-46.2,92.893,cellular,fri,no,191,basic.6y,-1.8,1.313,yes,blue-collar,yes,single,may,5099,999,failure,1,no
56,14,-92.4,185.786,cellular,fri,no,83,basic.6y,-3.6,2.5,yes,blue-collar,yes,single,may,10198,1998,nonexistent,0,no
38,1,-42,93.2,cellular,fri,no,202,basic.6y,-0.1,4.021,yes,blue-collar,yes,single,nov,5196,999,nonexistent,0,no
36,4,-46.2,92.893,cellular,fri,no,53,basic.6y,-1.8,1.313,yes,entrepreneur,no,divorced,may,5099,999,nonexistent,0,no
37,2,-31.4,92.201,cellular,fri,no,148,basic.6y,-2.9,0.869,yes,entrepreneur,no,married,aug,5076,999,nonexistent,0,no
33,7,-42.7,93.918,cellular,fri,no,168,basic.6y,1.4,4.957,yes,entrepreneur,no,married,jul,5228,999,nonexistent,0,no
42,3,-46.2,92.893,cellular,fri,no,158,basic.6y,-1.8,1.313,yes,entrepreneur,yes,married,may,5099,999,failure,1,no
104,2,-72.2,186.888,cellular,fri,no,476,basic.6y,2.8,9.928,yes,housemaid,no,married,aug,10456,1998,nonexistent,0,no
39,4,-42.7,93.918,cellular,fri,no,76,basic.6y,1.4,4.957,yes,housemaid,no,married,jul,5228,999,nonexistent,0,no
89,3,-94.2,186.15,cellular,fri,no,881,basic.6y,-3.6,2.81,yes,management,no,married,apr,10198,1998,nonexistent,0,no
42,6,-42,93.2,cellular,fri,no,81,basic.6y,-0.1,4.021,yes,management,yes,married,nov,5196,999,failure,1,no
63,2,-26.9,92.431,cellular,fri,no,91,basic.6y,-3.4,0.752,yes,retired,no,married,oct,5018,999,nonexistent,0,no
39,1,-42.7,93.918,cellular,fri,no,40,basic.6y,1.4,4.962,yes,self-employed,no,married,jul,5228,999,nonexistent,0,no
49,2,-47.1,93.075,cellular,fri,no,219,basic.6y,-1.8,1.479,yes,services,no,married,apr,5099,999,nonexistent,0,no
46,5,-36.1,93.444,cellular,fri,no,16,basic.6y,1.4,4.966,yes,services,no,married,aug,5228,999,nonexistent,0,no
195,14,-184.8,371.572,cellular,fri,no,639,basic.6y,-7.2,5,yes,services,no,married,may,20396,3996,nonexistent,0,no
43,1,-42,93.2,cellular,fri,no,158,basic.6y,-0.1,4.021,yes,services,no,married,nov,5196,999,nonexistent,0,no
51,1,-42.7,93.918,cellular,fri,no,48,basic.6y,1.4,4.963,yes,services,no,single,jul,5228,999,nonexistent,0,no
50,2,-42.7,93.918,cellular,fri,no,452,basic.9y,1.4,4.963,no,admin.,no,divorced,jul,5228,999,nonexistent,0,no
76,2,-84,186.4,cellular,fri,no,342,basic.9y,-0.2,8.042,no,admin.,no,divorced,nov,10392,1998,nonexistent,0,no
157,15,-108.30000000000001,280.332,cellular,fri,no,416,basic.9y,4.199999999999999,14.892,no,admin.,no,married,aug,15684,2997,nonexistent,0,no
101,10,-85.4,187.836,cellular,fri,no,162,basic.9y,2.8,9.924,no,admin.,no,married,jul,10456,1998,nonexistent,0,no
57,2,-42.7,93.918,cellular,fri,no,1139,basic.9y,1.4,4.957,no,admin.,no,married,jul,5228,999,nonexistent,0,yes
36,1,-46.2,92.893,cellular,fri,no,159,basic.9y,-1.8,1.313,no,admin.,no,married,may,5099,999,failure,1,no
96,5,-92.4,185.786,cellular,fri,no,564,basic.9y,-3.6,2.626,no,admin.,no,married,may,10198,1998,nonexistent,0,no
31,1,-42.7,93.918,cellular,fri,no,978,basic.9y,1.4,4.957,no,admin.,no,single,jul,5228,999,nonexistent,0,yes
31,4,-46.2,92.893,cellular,fri,no,406,basic.9y,-1.8,1.25,no,admin.,no,single,may,5099,999,nonexistent,0,yes
53,1,-46.2,92.893,cellular,fri,no,164,basic.9y,-1.8,1.25,no,admin.,yes,divorced,may,5099,999,nonexistent,0,no
45,3,-47.1,93.075,cellular,fri,no,200,basic.9y,-1.8,1.405,no,blue-collar,no,divorced,apr,5099,999,nonexistent,0,no
38,2,-42.7,93.918,cellular,fri,no,128,basic.9y,1.4,4.963,no,blue-collar,no,divorced,jul,5228,999,nonexistent,0,no
38,2,-42.7,93.918,cellular,fri,no,764,basic.9y,1.4,4.963,no,blue-collar,no,divorced,jul,5228,999,nonexistent,0,yes
35,1,-46.2,92.893,cellular,fri,no,409,basic.9y,-1.8,1.25,no,blue-collar,no,divorced,may,5099,999,failure,1,yes
50,3,-46.2,92.893,cellular,fri,no,262,basic.9y,-1.8,1.313,no,blue-collar,no,divorced,may,5099,999,nonexistent,0,no
120,3,-126,279.6,cellular,fri,no,814,basic.9y,-0.30000000000000004,12.062999999999999,no,blue-collar,no,divorced,nov,15588,2997,nonexistent,0,no
109,5,-141.3,279.225,cellular,fri,no,354,basic.9y,-5.4,4.215,no,blue-collar,no,married,apr,15297,2997,failure,3,no
41,3,-47.1,93.075,cellular,fri,no,367,basic.9y,-1.8,1.405,no,blue-collar,no,married,apr,5099,999,failure,1,yes
424,16,-518.1000000000001,1023.8250000000003,cellular,fri,no,2834,basic.9y,-19.800000000000004,15.528999999999998,no,blue-collar,no,married,apr,56089,10989,nonexistent,0,no
33,1,-31.4,92.201,cellular,fri,no,99,basic.9y,-2.9,0.881,no,blue-collar,no,married,aug,5076,999,failure,2,no
33,1,-31.4,92.201,cellular,fri,no,79,basic.9y,-2.9,0.881,no,blue-collar,no,married,aug,5076,999,failure,1,yes
99,19,-72.2,186.888,cellular,fri,no,112,basic.9y,2.8,9.927,no,blue-collar,no,married,aug,10456,1998,nonexistent,0,no
52,1,-36.1,93.444,cellular,fri,no,809,basic.9y,1.4,4.966,no,blue-collar,no,married,aug,5228,999,nonexistent,0,yes
566,29,-640.5000000000001,1408.7700000000004,cellular,fri,no,3514,basic.9y,20.999999999999996,74.396,no,blue-collar,no,married,jul,78420,14985,nonexistent,0,no
38,1,-42.7,93.918,cellular,fri,no,610,basic.9y,1.4,4.957,no,blue-collar,no,married,jul,5228,999,nonexistent,0,yes
54,2,-40.8,92.963,cellular,fri,no,258,basic.9y,-2.9,1.268,no,blue-collar,no,married,jun,5076,999,nonexistent,0,yes
114,3,-69.6,186.738,cellular,fri,no,792,basic.9y,-3.6,1.272,no,blue-collar,no,married,mar,10018,1998,nonexistent,0,no
566,27,-693.0000000000001,1393.3950000000002,cellular,fri,no,2387,basic.9y,-27.000000000000007,19.506,no,blue-collar,no,married,may,76485,13995,failure,17,no
765,50,-924.0000000000003,1857.8600000000004,cellular,fri,no,5775,basic.9y,-36,25.881999999999998,no,blue-collar,no,married,may,101980,19980,nonexistent,0,no
67,2,-92.4,185.786,cellular,fri,no,1151,basic.9y,-3.6,2.626,no,blue-collar,no,married,may,10198,1998,nonexistent,0,yes
35,2,-46.2,92.893,cellular,fri,no,318,basic.9y,-1.8,1.313,no,blue-collar,no,married,may,5099,11,success,1,no
96,12,-84,186.4,cellular,fri,no,1158,basic.9y,-0.2,8.042,no,blue-collar,no,married,nov,10392,1998,failure,2,no
154,9,-126,279.6,cellular,fri,no,681,basic.9y,-0.30000000000000004,12.062999999999999,no,blue-collar,no,married,nov,15588,2997,nonexistent,0,no
70,2,-94.2,186.15,cellular,fri,no,701,basic.9y,-3.6,2.81,no,blue-collar,no,single,apr,10198,1998,nonexistent,0,no
34,1,-47.1,93.075,cellular,fri,no,203,basic.9y,-1.8,1.479,no,blue-collar,no,single,apr,5099,1,success,1,no
33,1,-31.4,92.201,cellular,fri,no,257,basic.9y,-2.9,0.869,no,blue-collar,no,single,aug,5076,999,failure,1,no
294,21,-469.69999999999993,1033.098,cellular,fri,no,2292,basic.9y,15.400000000000002,54.56399999999999,no,blue-collar,no,single,jul,57508,10989,nonexistent,0,no
57,11,-85.4,187.836,cellular,fri,no,2191,basic.9y,2.8,9.925,no,blue-collar,no,single,jul,10456,1998,nonexistent,0,yes
52,2,-40.8,92.963,cellular,fri,no,174,basic.9y,-2.9,1.268,no,blue-collar,no,single,jun,5076,3,success,1,yes
121,9,-184.8,371.572,cellular,fri,no,478,basic.9y,-7.2,5.063,no,blue-collar,no,single,may,20396,3996,failure,4,no
260,24,-415.79999999999995,836.0370000000001,cellular,fri,no,2037,basic.9y,-16.200000000000003,11.376,no,blue-collar,no,single,may,45891,8991,nonexistent,0,no
35,1,-46.2,92.893,cellular,fri,no,568,basic.9y,-1.8,1.313,no,blue-collar,no,single,may,5099,999,nonexistent,0,yes
76,4,-85.4,187.836,cellular,fri,no,789,basic.9y,2.8,9.926,no,blue-collar,yes,divorced,jul,10456,1998,nonexistent,0,no
90,5,-94.2,186.15,cellular,fri,no,730,basic.9y,-3.6,2.8840000000000003,no,blue-collar,yes,married,apr,10198,1998,failure,2,no
123,6,-141.3,279.225,cellular,fri,no,1710,basic.9y,-5.4,4.215,no,blue-collar,yes,married,apr,15297,2997,nonexistent,0,no
97,2,-72.2,186.888,cellular,fri,no,346,basic.9y,2.8,9.927,no,blue-collar,yes,married,aug,10456,1998,nonexistent,0,no
104,8,-128.10000000000002,281.754,cellular,fri,no,441,basic.9y,4.199999999999999,14.882000000000001,no,blue-collar,yes,married,jul,15684,2997,nonexistent,0,no
48,1,-46.2,92.893,cellular,fri,no,56,basic.9y,-1.8,1.25,no,blue-collar,yes,married,may,5099,999,failure,1,no
91,10,-138.60000000000002,278.679,cellular,fri,no,218,basic.9y,-5.4,3.8759999999999994,no,blue-collar,yes,married,may,15297,2997,nonexistent,0,no
34,1,-46.2,92.893,cellular,fri,no,763,basic.9y,-1.8,1.313,no,blue-collar,yes,married,may,5099,999,nonexistent,0,yes
28,2,-42.7,93.918,cellular,fri,no,184,basic.9y,1.4,4.962,no,blue-collar,yes,single,jul,5228,999,nonexistent,0,no
25,1,-40.3,94.215,cellular,fri,no,667,basic.9y,-1.7,0.79,no,blue-collar,yes,single,jul,4992,999,nonexistent,0,yes
55,7,-33,92.713,cellular,fri,no,415,basic.9y,-3,0.71,no,entrepreneur,no,divorced,dec,5024,999,nonexistent,0,yes
49,1,-46.2,92.893,cellular,fri,no,166,basic.9y,-1.8,1.25,no,entrepreneur,no,divorced,may,5099,999,nonexistent,0,no
76,2,-94.2,186.15,cellular,fri,no,374,basic.9y,-3.6,2.81,no,entrepreneur,no,married,apr,10198,1998,nonexistent,0,no
46,1,-36.1,93.444,cellular,fri,no,169,basic.9y,1.4,4.966,no,entrepreneur,no,married,aug,5228,999,nonexistent,0,no
38,2,-42.7,93.918,cellular,fri,no,102,basic.9y,1.4,4.957,no,entrepreneur,no,married,jul,5228,999,nonexistent,0,no
25,1,-42.7,93.918,cellular,fri,no,130,basic.9y,1.4,4.957,no,entrepreneur,no,single,jul,5228,999,nonexistent,0,no
32,2,-42,93.2,cellular,fri,no,84,basic.9y,-0.1,4.021,no,entrepreneur,no,single,nov,5196,999,nonexistent,0,no
33,2,-47.1,93.075,cellular,fri,no,727,basic.9y,-1.8,1.405,no,management,no,married,apr,5099,999,nonexistent,0,no
55,2,-42,93.2,cellular,fri,no,189,basic.9y,-0.1,4.021,no,management,no,married,nov,5196,999,failure,1,no
29,2,-42.7,93.918,cellular,fri,no,652,basic.9y,1.4,4.957,no,management,no,single,jul,5228,999,nonexistent,0,no
33,2,-47.1,93.075,cellular,fri,no,71,basic.9y,-1.8,1.405,no,management,yes,married,apr,5099,999,nonexistent,0,no
29,1,-42.7,93.918,cellular,fri,no,968,basic.9y,1.4,4.957,no,management,yes,single,jul,5228,999,nonexistent,0,yes
57,3,-33.6,92.469,cellular,fri,no,897,basic.9y,-2.9,1.059,no,retired,no,divorced,jul,5076,999,nonexistent,0,no
61,3,-31.4,92.201,cellular,fri,no,99,basic.9y,-2.9,0.869,no,retired,no,married,aug,5076,999,nonexistent,0,no
73,1,-31.4,92.201,cellular,fri,no,239,basic.9y,-2.9,0.881,no,retired,no,married,aug,5076,15,success,1,no
51,2,-42.7,93.918,cellular,fri,no,180,basic.9y,1.4,4.957,no,retired,no,married,jul,5228,999,nonexistent,0,no
154,4,-53.8,184.862,cellular,fri,no,269,basic.9y,-6.8,1.491,no,retired,no,married,oct,10036,1998,nonexistent,0,no
30,8,-46.2,92.893,cellular,fri,no,16,basic.9y,-1.8,1.25,no,retired,no,single,may,5099,999,failure,1,no
58,2,-46.2,92.893,cellular,fri,no,235,basic.9y,-1.8,1.259,no,retired,yes,married,may,5099,999,nonexistent,0,no
41,1,-47.1,93.075,cellular,fri,no,112,basic.9y,-1.8,1.405,no,self-employed,no,married,apr,5099,999,failure,1,no
36,2,-47.1,93.075,cellular,fri,no,214,basic.9y,-1.8,1.405,no,self-employed,no,married,apr,5099,999,nonexistent,0,no
91,5,-85.4,187.836,cellular,fri,no,545,basic.9y,2.8,9.92,no,self-employed,no,married,jul,10456,1998,nonexistent,0,no
41,3,-36.1,93.444,cellular,fri,no,173,basic.9y,1.4,4.964,no,self-employed,yes,married,aug,5228,999,nonexistent,0,no
87,4,-85.4,187.836,cellular,fri,no,811,basic.9y,2.8,9.92,no,services,no,divorced,jul,10456,1998,nonexistent,0,no
37,2,-42.7,93.918,cellular,fri,no,126,basic.9y,1.4,4.963,no,services,no,married,jul,5228,999,nonexistent,0,no
38,2,-40.8,92.963,cellular,fri,no,140,basic.9y,-2.9,1.224,no,services,no,married,jun,5076,999,nonexistent,0,no
42,2,-46.2,92.893,cellular,fri,no,42,basic.9y,-1.8,1.25,no,services,no,married,may,5099,999,failure,1,no
70,7,-85.4,187.836,cellular,fri,no,163,basic.9y,2.8,9.924,no,services,no,single,jul,10456,1998,nonexistent,0,no
29,2,-46.2,92.893,cellular,fri,no,274,basic.9y,-1.8,1.313,no,services,yes,married,may,5099,999,nonexistent,0,no
28,2,-46.2,92.893,cellular,fri,no,126,basic.9y,-1.8,1.25,no,services,yes,single,may,5099,999,failure,1,no
27,1,-42.7,93.918,cellular,fri,no,104,basic.9y,1.4,4.963,no,student,no,single,jul,5228,999,nonexistent,0,no
22,1,-34.8,93.369,cellular,fri,no,84,basic.9y,-1.8,0.653,no,student,no,single,mar,5009,999,failure,1,no
23,2,-46.2,92.893,cellular,fri,no,145,basic.9y,-1.8,1.313,no,student,no,single,may,5099,999,failure,1,no
22,1,-26.9,92.431,cellular,fri,no,438,basic.9y,-3.4,0.73,no,student,no,single,oct,5018,999,failure,1,yes
22,2,-26.9,92.431,cellular,fri,no,221,basic.9y,-3.4,0.73,no,student,no,single,oct,5018,6,success,1,yes
23,1,-46.2,92.893,cellular,fri,no,563,basic.9y,-1.8,1.259,no,student,yes,single,may,5099,999,nonexistent,0,no
43,2,-42.7,93.918,cellular,fri,no,853,basic.9y,1.4,4.963,no,technician,no,divorced,jul,5228,999,nonexistent,0,yes
45,4,-42,93.2,cellular,fri,no,179,basic.9y,-0.1,4.021,no,technician,no,divorced,nov,5196,999,nonexistent,0,no
32,5,-42.7,93.918,cellular,fri,no,271,basic.9y,1.4,4.963,no,technician,no,married,jul,5228,999,nonexistent,0,no
45,3,-46.2,92.893,cellular,fri,no,144,basic.9y,-1.8,1.313,no,technician,no,married,may,5099,999,nonexistent,0,no
52,7,-42,93.2,cellular,fri,no,10,basic.9y,-0.1,4.021,no,technician,no,married,nov,5196,999,failure,1,no
50,1,-42,93.2,cellular,fri,no,705,basic.9y,-0.1,4.021,no,technician,no,married,nov,5196,999,nonexistent,0,yes
59,1,-26.9,92.431,cellular,fri,no,445,basic.9y,-3.4,0.72,no,technician,no,married,oct,5018,999,nonexistent,0,yes
39,2,-29.8,92.379,cellular,fri,no,171,basic.9y,-3.4,0.803,no,technician,no,married,sep,5018,999,failure,1,no
26,1,-46.2,92.893,cellular,fri,no,62,basic.9y,-1.8,1.25,no,technician,no,single,may,5099,999,failure,1,no
24,3,-46.2,92.893,cellular,fri,no,87,basic.9y,-1.8,1.313,no,technician,no,single,may,5099,999,nonexistent,0,no
33,2,-29.8,92.379,cellular,fri,no,105,basic.9y,-3.4,0.741,no,technician,no,single,sep,5018,999,nonexistent,0,no
45,1,-46.2,92.893,cellular,fri,no,1077,basic.9y,-1.8,1.313,no,technician,yes,married,may,5099,999,nonexistent,0,yes
96,5,-67.5,185.64499999999998,cellular,fri,no,207,basic.9y,-1.5,5.833,no,unemployed,no,married,aug,10304,1998,nonexistent,0,no
30,2,-42.7,93.918,cellular,fri,no,154,basic.9y,1.4,4.963,no,unemployed,no,married,jul,5228,999,nonexistent,0,no
43,2,-37.5,94.199,cellular,fri,no,270,basic.9y,-1.1,0.883,no,unemployed,no,married,sep,4964,9,success,1,yes
27,2,-47.1,93.075,cellular,fri,no,48,basic.9y,-1.8,1.405,no,unemployed,no,single,apr,5099,999,failure,1,no
48,2,-31.4,92.201,cellular,fri,no,173,basic.9y,-2.9,0.881,no,unemployed,no,single,aug,5076,999,nonexistent,0,no
35,1,-42.7,93.918,cellular,fri,no,936,basic.9y,1.4,4.962,no,unemployed,no,single,jul,5228,999,nonexistent,0,no
53,2,-42,93.2,cellular,fri,no,125,basic.9y,-0.1,4.021,no,unemployed,no,single,nov,5196,999,nonexistent,0,no
50,9,-36.1,93.444,cellular,fri,no,49,basic.9y,1.4,4.963,unknown,admin.,unknown,married,aug,5228,999,nonexistent,0,no
34,1,-46.2,92.893,cellular,fri,no,248,basic.9y,-1.8,1.313,unknown,admin.,unknown,married,may,5099,999,failure,1,no
46,3,-37.5,94.199,cellular,fri,no,490,basic.9y,-1.1,0.883,unknown,admin.,unknown,married,sep,4964,999,failure,4,no
50,2,-42.7,93.918,cellular,fri,no,93,basic.9y,1.4,4.963,unknown,blue-collar,unknown,divorced,jul,5228,999,nonexistent,0,no
38,2,-42.7,93.918,cellular,fri,no,1120,basic.9y,1.4,4.963,unknown,blue-collar,unknown,divorced,jul,5228,999,nonexistent,0,yes
43,1,-46.2,92.893,cellular,fri,no,148,basic.9y,-1.8,1.25,unknown,blue-collar,unknown,divorced,may,5099,999,nonexistent,0,no
81,4,-94.2,186.15,cellular,fri,no,511,basic.9y,-3.6,2.8840000000000003,unknown,blue-collar,unknown,married,apr,10198,1998,nonexistent,0,no
31,3,-42.7,93.918,cellular,fri,no,135,basic.9y,1.4,4.959,unknown,blue-collar,unknown,married,jul,5228,999,nonexistent,0,no
60,10,-92.4,185.786,cellular,fri,no,391,basic.9y,-3.6,2.5629999999999997,unknown,blue-collar,unknown,married,may,10198,1998,nonexistent,0,no
31,1,-40,93.876,cellular,fri,no,429,basic.9y,-1.8,0.695,unknown,services,unknown,single,may,5009,999,failure,3,no
17,2,-31.4,92.201,cellular,fri,no,498,basic.9y,-2.9,0.869,unknown,student,unknown,single,aug,5076,999,failure,1,yes
29,2,-47.1,93.075,cellular,fri,no,321,basic.9y,-1.8,1.405,yes,admin.,no,divorced,apr,5099,999,nonexistent,0,no
46,1,-46.2,92.893,cellular,fri,no,275,basic.9y,-1.8,1.313,yes,admin.,no,divorced,may,5099,999,failure,1,no
51,2,-42,93.2,cellular,fri,no,155,basic.9y,-0.1,4.021,yes,admin.,no,divorced,nov,5196,999,nonexistent,0,no
47,1,-47.1,93.075,cellular,fri,no,196,basic.9y,-1.8,1.405,yes,admin.,no,married,apr,5099,999,nonexistent,0,no
107,3,-72.2,186.888,cellular,fri,no,169,basic.9y,2.8,9.929,yes,admin.,no,married,aug,10456,1998,nonexistent,0,no
58,8,-85.4,187.836,cellular,fri,no,520,basic.9y,2.8,9.916,yes,admin.,no,married,jul,10456,1998,nonexistent,0,no
56,1,-40.8,92.963,cellular,fri,no,146,basic.9y,-2.9,1.268,yes,admin.,no,married,jun,5076,999,failure,1,no
78,2,-92.4,185.786,cellular,fri,no,285,basic.9y,-3.6,2.5629999999999997,yes,admin.,no,married,may,10198,1998,nonexistent,0,no
35,3,-42.7,93.918,cellular,fri,no,431,basic.9y,1.4,4.963,yes,admin.,no,single,jul,5228,999,nonexistent,0,no
40,3,-42.7,93.918,cellular,fri,no,481,basic.9y,1.4,4.962,yes,admin.,yes,divorced,jul,5228,999,nonexistent,0,no
47,3,-47.1,93.075,cellular,fri,no,795,basic.9y,-1.8,1.405,yes,admin.,yes,married,apr,5099,999,failure,1,no
36,1,-46.2,92.893,cellular,fri,no,85,basic.9y,-1.8,1.313,yes,admin.,yes,married,may,5099,999,nonexistent,0,no
48,3,-42,93.2,cellular,fri,no,664,basic.9y,-0.1,4.021,yes,admin.,yes,married,nov,5196,999,nonexistent,0,yes
53,14,-92.4,185.786,cellular,fri,no,190,basic.9y,-3.6,2.5,yes,admin.,yes,single,may,10198,1998,nonexistent,0,no
156,6,-170.8,375.672,cellular,fri,no,1920,basic.9y,5.6,19.84,yes,blue-collar,no,divorced,jul,20912,3996,nonexistent,0,no
41,1,-46.2,92.893,cellular,fri,no,88,basic.9y,-1.8,1.313,yes,blue-collar,no,divorced,may,5099,999,failure,1,no
166,9,-184.8,371.572,cellular,fri,no,1386,basic.9y,-7.2,5.1259999999999994,yes,blue-collar,no,divorced,may,20396,3996,nonexistent,0,no
40,1,-42,93.2,cellular,fri,no,1182,basic.9y,-0.1,4.021,yes,blue-collar,no,divorced,nov,5196,999,nonexistent,0,no
40,1,-42,93.2,cellular,fri,no,893,basic.9y,-0.1,4.021,yes,blue-collar,no,divorced,nov,5196,999,nonexistent,0,yes
216,8,-282.6,558.45,cellular,fri,no,2188,basic.9y,-10.8,8.43,yes,blue-collar,no,married,apr,30594,5994,failure,6,no
440,20,-565.2000000000002,1116.9000000000003,cellular,fri,no,3932,basic.9y,-21.600000000000005,17.008,yes,blue-collar,no,married,apr,61188,11988,nonexistent,0,no
303,16,-216.6,560.664,cellular,fri,no,1155,basic.9y,8.4,29.787000000000006,yes,blue-collar,no,married,aug,31368,5994,nonexistent,0,no
53,1,-36.1,93.444,cellular,fri,no,565,basic.9y,1.4,4.964,yes,blue-collar,no,married,aug,5228,999,nonexistent,0,yes
42,1,-38.3,94.027,cellular,fri,no,261,basic.9y,-1.7,0.898,yes,blue-collar,no,married,aug,4992,6,success,1,yes
346,16,-384.29999999999995,845.2620000000001,cellular,fri,no,1503,basic.9y,12.600000000000001,44.627,yes,blue-collar,no,married,jul,47052,8991,nonexistent,0,no
104,9,-128.10000000000002,281.754,cellular,fri,no,3302,basic.9y,4.199999999999999,14.876999999999999,yes,blue-collar,no,married,jul,15684,2997,nonexistent,0,yes
54,2,-40.8,92.963,cellular,fri,no,239,basic.9y,-2.9,1.268,yes,blue-collar,no,married,jun,5076,3,success,1,yes
324,16,-369.59999999999997,743.1440000000001,cellular,fri,no,1035,basic.9y,-14.400000000000002,10.441,yes,blue-collar,no,married,may,40792,7992,failure,8,no
744,54,-924.0000000000003,1857.8600000000004,cellular,fri,no,3371,basic.9y,-36,25.693,yes,blue-collar,no,married,may,101980,19980,nonexistent,0,no
